FECHA,SEMANA,METRO,METROBÚS,TREN_LIGERO,TROLEBÚS,RTP,ECOBICI,MEXIBÚS,MEXICABLE,TREN_SUBURBANO
2021-02-14,6,-53.87065772,-38.19890169,-52.78481534,-32.37270266,-59.40002543,-37.70112518,-43.27131358,-17.5761194,-46.15187891
2021-02-15,7,-54.35906406,-44.63373362,-61.07205297,-29.52343185,-51.267567,-62.84126028,-43.60362548,-21.86827677,-60.59301769
2021-02-16,7,-54.31884303,-46.60540731,-62.29178689,-31.66710513,-50.74970617,-60.34383009,-48.00854894,-26.20158326,-61.38889476
2021-02-17,7,-55.75880903,-47.44971821,-62.22671656,-35.82931077,-51.64578952,-60.82912955,-47.01483267,-34.8523449,-60.54641691
2021-02-18,7,-56.33704011,-47.93234031,-61.30565921,-31.46053822,-52.29475785,-60.30704053,-47.24558207,-40.053106,-60.73654316
2021-02-19,7,-54.18171058,-44.92327436,-60.91996474,-34.821803,-50.41689105,-58.62786614,-46.36115313,-43.16482793,-60.32849181
2021-02-20,7,-50.43922868,-37.30795043,-55.14359883,-28.66320581,-51.37624837,-32.44488788,-37.56394112,-37.5264921,-45.70084318
2021-02-21,7,-51.36721962,-38.67636433,-51.45697956,-33.481235,-57.93194344,-36.70271866,-41.42294239,-36.14925373,-48.58942186
2021-02-22,8,-52.08580336,-44.13885476,-57.68549221,-27.60765515,-49.07116889,-60.71252223,-42.5238733,-40.89110972,-60.14772305
2021-02-23,8,-52.81691353,-45.86419549,-58.96760413,-29.67795821,-50.16354161,-59.76212603,-47.17118747,-44.11931015,-60.72967948
2021-02-24,8,-53.30340925,-45.75716468,-59.31966206,-29.07711989,-50.89899261,-60.16024608,-46.2552752,-47.83451146,-59.58976472
2021-02-25,8,-54.19343374,-46.14590949,-59.31844283,-29.61637316,-50.1923438,-58.56391588,-47.38426704,-45.48249598,-59.74902582
2021-02-26,8,-53.43276954,-43.51284343,-57.62414448,-26.2836807,-46.92782093,-56.21143438,-44.95949015,-42.73670344,-58.50792261
2021-02-27,8,-48.69463244,-34.34304427,-47.94802296,-26.81605166,-49.4553361,-32.16012978,-36.16154206,-32.98694196,-40.97921568
2021-02-28,8,-48.98639293,-33.94909791,-48.87301114,-29.85534954,-57.23207289,-36.56734151,-41.62965148,-29.06567164,-44.2785672
2021-03-01,9,-48.16280019,-42.78457837,-53.11100996,-23.22337066,-47.85963921,-57.44656184,-41.1618528,-38.09424665,-57.58063659
2021-03-02,9,-49.53575588,-45.42228985,-55.6744595,-24.45839006,-48.15925379,-56.87366449,-45.94284692,-45.17246254,-58.97335672
2021-03-03,9,-49.93812116,-44.69012629,-55.8158425,-27.39513166,-55.51322146,-57.91306122,-43.74767075,-43.93053213,-57.6352572
2021-03-04,9,-50.81134663,-44.70188802,-56.35985936,-28.39051972,-52.16073436,-58.16836067,-44.36220835,-41.5414716,-58.25586157
2021-03-05,9,-49.23186179,-42.89490503,-53.84521019,-22.16593619,-47.49308488,-54.3276759,-43.3483675,-42.09122345,-57.45039354
2021-03-06,9,-43.03640277,-34.87149626,-51.40304753,-24.95917564,-48.56584385,-36.46896943,-32.82441382,-33.52703904,-41.51754641
2021-03-07,9,-41.96901954,-35.22529861,-47.58235476,-29.83390037,-56.23738873,-39.56256107,-37.95693034,-31.74328358,-44.64939341
2021-03-08,10,-50.14904491,-44.83084315,-54.62927428,-29.826629,-49.267929,-57.65979103,,,-58.55199532
2021-03-09,10,-50.13197733,-43.74803684,-56.17313865,-23.46122657,-49.292869,-57.28821221,,,-58.13877327
2021-03-10,10,-51.3282232,-47.9106994,-49.23095463,-24.57778544,-51.01363025,-61.62322274,,,-56.24121792
2021-03-11,10,-50.87795673,-43.73010853,-54.96539415,-25.67970478,-49.48458787,-56.78726961,,,-56.96876032
2021-03-12,10,-49.83140387,-41.58378939,-53.44807408,-21.33981169,-47.37358541,-55.35774608,,,-55.85651
2021-03-13,10,-44.43005283,-30.73188447,-48.43296519,-25.93809256,-49.70126605,-33.70381842,,,-38.1263271
2021-03-14,10,-44.57099976,-33.06705999,-45.03556573,-28.0818928,-56.91880225,-33.79210982,,,-41.20966066
2021-03-15,11,-61.50145055,-63.55356875,-71.01734055,-42.2536875,-65.80512219,-72.00656152,,,-75.58212445
2021-03-16,11,-50.04405285,-42.01364628,-53.96115523,-18.48123666,-46.20407283,-57.0876246,,,-55.95987661
2021-03-17,11,-48.7920097,-42.3700546,-55.66434812,-22.31089649,-50.07695679,-57.85704635,,,-55.95121127
2021-03-18,11,-49.64416713,-45.07252187,-61.98323689,-23.06518428,-50.60636704,-60.24334943,,,-56.27290139
2021-03-19,11,-49.32187035,-41.33637606,-54.51460971,-18.96961348,-48.09791993,-54.31709299,,,-56.0892676
2021-03-20,11,-44.37972651,-32.26319907,-47.6096209,-18.44702247,-49.19884955,-32.2950152,,,-39.37215306
2021-03-21,11,-46.24848064,-32.4690141,-45.12585857,-22.62990262,-57.19166696,-27.29400634,,,-39.72635583
2021-03-22,12,-46.83472964,-40.40150509,-53.24664741,-17.97242529,-49.16754663,-56.71802878,,,-56.02104256
2021-03-23,12,-50.38354659,-41.99786653,-55.06404313,-20.29296618,-50.22745849,-55.60996256,,,-57.05592766
2021-03-24,12,-49.70481333,-44.30347152,-56.08914657,-21.71068757,-51.30772284,-56.64778411,,,-55.61841674
2021-03-25,12,-51.05004635,-42.78219479,-56.13227602,-21.60239585,-51.20273343,-54.67205489,,,-56.22429166
2021-03-26,12,-49.22776867,-40.96018183,-50.50537742,-15.95100734,-50.78325128,-52.87076157,,,-55.45323217
2021-03-27,12,-44.921992,-29.43670717,-51.61001664,-10.81162008,-57.24376932,-30.84125016,,,-38.20297976
2021-03-28,12,-45.2420996,-31.57219718,-42.9747646,-18.54285991,-63.94494389,-29.27389725,,,-39.34593929
2021-03-29,13,-49.77746489,-39.85044045,-53.75856938,-12.03526159,-55.82295062,-58.59799945,,,-56.3345555
2021-03-30,13,-50.59093343,-40.54932936,-55.25337566,-16.21754602,-57.85773082,-58.96311873,,,-57.16632509
2021-03-31,13,-50.83104756,-40.91664758,-56.27646734,-12.72094845,-58.93074511,-59.51772255,,,-55.24758856
2021-04-01,13,-57.71373681,-54.49049429,-68.2159171,-27.70632244,-69.17205384,-69.69980063,,,-68.60233802
2021-04-02,13,-74.71790783,-69.74327514,-77.66211756,-46.11066878,-79.33261866,-72.71725075,,,-81.50234908
2021-04-03,13,-52.67450036,-48.39486891,-62.66398025,-32.79499799,-72.32173814,-41.87187968,,,-60.90450136
2021-04-04,13,-51.94323226,-35.45823589,-49.21028142,-24.84989218,-70.86134104,-35.1966478,,,-46.02720458
2021-04-05,14,-49.52943406,-37.23428037,-48.40745336,-12.54908685,-59.55765504,-58.57312271,,,-55.69265104
2021-04-06,14,-50.81228586,-41.12067256,-55.11887714,-20.12461391,-60.11586739,-58.96646185,,,-56.86524118
2021-04-07,14,-53.75928101,-40.85870302,-55.72371754,-17.38165682,-54.95121738,-56.12388031,,,-55.42507897
2021-04-08,14,-52.34670939,-41.50894928,-55.38642333,-18.68062009,-53.76672743,-56.94482126,,,-55.94161548
2021-04-09,14,-52.82006526,-41.08630313,-55.49516741,-16.95098502,-51.39385165,-56.70177601,,,-55.78364675
2021-04-10,14,-48.98489464,-30.63928789,-48.0084519,-17.84277123,-56.65455402,-28.42829996,,,-39.93955894
2021-04-11,14,-51.59355554,-32.19610633,-42.87119341,-19.89025805,-55.70413027,-25.10258864,,,-40.41845819
2021-04-12,15,-48.45427859,-39.89208223,-52.27202672,-17.95028922,-50.36492667,-56.55099925,,,-55.7441947
2021-04-13,15,-49.62401586,-43.13568084,-54.67399741,-20.16605447,-53.38874577,-58.22763083,,,-57.07969744
2021-04-14,15,-49.13024897,-41.88367796,-55.30301353,-20.13202968,-53.97209495,-55.30013219,,,-54.88838177
2021-04-15,15,-49.93542384,-40.1536027,-54.77918959,-18.01796236,-53.32956162,-54.39382538,,,-54.98051648
2021-04-16,15,-50.88983712,-39.97640766,-53.85237501,-15.63807164,-50.68576486,-51.93240997,,,-54.47615626
2021-04-17,15,-45.90599424,-31.13270911,-48.8907144,-16.09059221,-52.35410337,-26.24015878,,,-36.62323016
2021-04-18,15,-47.35363413,-29.73506604,-43.45544115,-21.11383596,-58.54002769,-23.67266743,,,-37.28721449
2021-04-19,16,-47.33394385,-40.80866065,-53.48729449,-17.84430437,-48.99241145,-53.75058926,,,-55.00079707
2021-04-20,16,-48.88392371,-40.5876516,-55.66307886,-18.28568902,-49.78107964,-52.61452096,,,-55.80880644
2021-04-21,16,-49.2073115,-42.99306596,-56.65827414,-19.112121,-50.5965119,-54.77952338,,,-54.96392085
2021-04-22,16,-48.72372929,-42.97369251,-54.91367066,-17.6790313,-49.37116381,-53.43175467,,,-54.6851595
2021-04-23,16,-49.45509747,-40.23704902,-53.70498429,-15.50156471,-49.52378973,-50.8847016,,,-54.87437415
2021-04-24,16,-43.74431644,-30.05978496,-46.29529149,-15.80342331,-53.48209683,-32.83455686,,,-37.7686147
2021-04-25,16,-43.02860641,-31.16359127,-40.31643737,-20.28511786,-56.94573954,-26.5748152,,,-39.71037195
2021-04-26,17,-46.08999332,-39.20330883,-51.65509511,-16.68719134,-45.35168201,-52.96519508,,,-55.4705351
2021-04-27,17,-47.2567443,-40.140583,-52.90482451,-17.1467211,-45.29312739,-56.1014022,,,-55.66301845
2021-04-28,17,-46.63825468,-40.39049665,-54.16987644,-20.8687367,-49.23687381,-57.98555105,,,-54.4325061
2021-04-29,17,-48.32938939,-40.01190868,-52.69266412,-17.69170162,-46.3572883,-54.35359943,,,-54.16313321
2021-04-30,17,-48.19887011,-37.15036658,-52.53302336,-15.1873412,-43.95474743,-51.68900297,,,-54.08907026
2021-05-01,17,-52.16030957,-34.61688237,-48.84388198,-22.20190546,-51.97484733,-29.02779069,,,-41.76688781
2021-05-02,17,-41.26874478,-25.38583986,-39.1744986,-14.26667448,-53.15656155,-25.97407908,,,-35.78153222
2021-05-03,18,-43.42590423,-36.91944097,-51.6200919,-11.34971404,-46.28956296,-51.2806845,,,-53.71858228
2021-05-04,18,-51.08845217,-38.1681873,-50.76733259,-7.564886413,-52.02050883,-51.80882741,,,-55.07405608
2021-05-05,18,-54.12608234,-39.69587726,-54.02452371,-18.59610717,-51.318907,-64.86220033,,,-55.21853507
2021-05-06,18,-53.47542562,-36.29821045,-50.31131476,-17.22543385,-50.93443213,-51.68863002,,,-53.58140149
2021-05-07,18,-52.57893221,-35.76268229,-47.83494416,-7.568708991,-46.34185422,-48.50001857,,,-52.8655749
2021-05-08,18,-47.7606344,-24.39281022,-37.60712083,-7.178634308,-44.56058733,-26.57737232,,,-32.08133992
2021-05-09,18,-46.9230354,-23.92926811,-33.62945638,-9.461084424,-48.30934691,-30.59382451,,,-30.34061666
2021-05-10,19,-52.45267674,-43.38853726,-56.06221826,-13.55325972,-50.86256689,-58.62287619,,,-60.35230352
2021-05-11,19,-52.70053365,-39.23910131,-50.70525634,-12.09939029,-43.67987575,-56.11477471,,,-54.89446217
2021-05-12,19,-54.02728736,-37.93622249,-49.11835745,-13.42002281,-46.73085926,-58.99052375,,,-53.73680707
2021-05-13,19,-54.04437334,-37.82061736,-50.04028369,-9.242498824,-47.36793224,-52.87529564,,,-54.01836074
2021-05-14,19,-53.46322718,-34.65810602,-47.66605896,-3.947411868,-41.81948054,-52.2357868,,,-52.83470922
2021-05-15,19,-48.37978939,-23.8998162,-30.70311459,-1.007494204,-41.76895012,-30.66889658,,,-31.19675063
2021-05-16,19,-49.34397759,-21.57671915,-23.37856416,-6.960305668,-45.59915681,-29.9592441,,,-30.32623116
2021-05-17,20,-50.28735784,-33.36787181,-45.56563009,-5.768739912,-40.12619273,-56.59009127,,,-52.41883203
2021-05-18,20,-51.62512067,-35.44418115,-46.82135281,-10.38737711,-43.11761507,-56.37219547,,,-53.80580617
2021-05-19,20,-52.33093312,-35.41863854,-47.39357335,-7.704962325,-45.77334259,-52.27203411,,,-51.96771365
2021-05-20,20,-52.95637456,-34.89005909,-46.5251555,-6.387875759,-47.83968475,-51.79254707,,,-52.46390595
2021-05-21,20,-51.78584965,-34.69317083,-44.69879718,-4.55525406,-45.31641247,-49.51597821,,,-51.81816572
2021-05-22,20,-47.13957141,-20.89432561,-27.51246663,-2.539061694,-45.44382381,-26.55489141,,,-31.27340329
2021-05-23,20,-45.83515654,-20.8596015,-30.00446471,-2.903486796,-45.85506101,-23.88419424,,,-30.25430366
2021-05-24,21,-51.03407006,-34.0671322,-45.92003761,-2.927943584,-41.28112384,-56.24181693,,,-53.13884904
2021-05-25,21,-51.73460164,-35.71280045,-47.5362642,-4.744338238,-44.5541859,-54.43652506,,,-54.4576264
2021-05-26,21,-53.01087744,-35.50090551,-48.5993868,-3.92192396,-45.67853141,-51.9293549,,,-53.61425417
2021-05-27,21,-53.74302357,-35.47698532,-48.60650863,-3.850644206,-46.85726967,-49.65386721,,,-53.80120203
2021-05-28,21,-51.59180757,-33.29050875,-46.97311787,1.081452023,-45.00875374,-49.38192798,,,-52.69910262
2021-05-29,21,-46.94188388,-22.25208837,-39.00605076,1.994318251,-50.20720142,-27.17686305,,,-34.77475572
2021-05-30,21,-47.59317554,-16.93829471,-20.58214201,-1.727682047,-45.42905285,-22.3104348,,,-32.02372009
2021-05-31,22,-48.59954047,-31.65650186,-45.96597933,1.758196473,-38.77610336,-49.55708191,,,-52.10691323
2021-06-01,22,-51.0219374,-33.07176523,-47.9480366,-1.293764035,-43.03966766,-50.347881,,,-52.85448668
2021-06-02,22,-52.21334141,-35.54468585,-48.06813283,-4.641409253,-45.16456839,-56.53575437,,,-52.48803524
2021-06-03,22,-51.45252975,-34.79338132,-48.03030898,-3.609908129,-47.67438064,-58.12478256,,,-52.21028994
2021-06-04,22,-49.99872027,-33.9074673,-47.77557846,-1.360863052,-47.0855812,-56.45484138,,,-51.97856606
2021-06-05,22,-45.57018808,-19.67059826,-39.89133471,3.079427836,-46.76261825,-26.89210495,,,-34.1580102
2021-06-06,22,-44.76624137,-23.05646707,-35.83897512,1.881629047,-47.44885033,-18.76524554,,,-34.78893276
2021-06-07,23,-48.73052703,-31.60016298,-44.66539124,1.759538053,-33.12799366,-48.32746026,,,-50.28269302
2021-06-08,23,-52.29808994,-33.06885652,-46.84928712,-2.274092304,-33.29650078,-51.28061338,,,-52.35162374
2021-06-09,23,-52.25109797,-33.23584539,-47.12436373,-1.606559052,-36.45490323,-55.91959077,,,-50.85364436
2021-06-10,23,-51.32702657,-33.29262508,-46.67618808,-2.456909021,-37.12390898,-50.5824163,,,-51.28511987
2021-06-11,23,-50.10337579,-28.99881493,-45.5831415,0.3944100551,-35.27714649,-51.41384724,,,-49.74763511
2021-06-12,23,-44.99630448,-21.7252384,-38.11774536,0.1651121564,-40.32543127,-34.81287628,,,-31.21789619
2021-06-13,23,-43.69989819,-21.97088195,-33.33998818,-1.867101682,-45.41358885,-32.19296716,,,-31.22612407
2021-06-14,24,-48.35690451,-30.61698833,-44.28691901,-0.2769808721,-33.46891992,-53.81811183,,,-50.44476327
2021-06-15,24,-50.51944893,-30.54249716,-45.74743383,-0.9628870568,-32.97743603,-48.09795668,,,-50.72524245
2021-06-16,24,-48.04138396,-29.81167941,-46.24917655,4.009635992,-33.15710093,-48.79911205,,,-48.64240964
2021-06-17,24,-48.67484804,-32.03059791,-46.17447026,-0.01660541568,-34.57059616,-50.35111707,,,-49.79142725
2021-06-18,24,-48.97862995,-28.1072171,-44.84516435,-0.7742695817,-33.10466704,-62.30719217,,,-48.99218491
2021-06-19,24,-43.18891804,-16.02654372,-27.24355785,5.507650317,-34.94820627,-32.72964598,,,-27.05133966
2021-06-20,24,-41.59773035,-20.65387103,-20.39890068,6.625796466,-32.37544444,-30.69535738,,,-27.41876189
2021-06-21,25,-49.49466712,-31.17884616,-44.2541035,3.636408921,-28.95918892,-53.86075767,,,-50.80078644
2021-06-22,25,-51.21930089,-32.65218393,-46.53890591,-2.34920332,-34.02972611,-57.45871167,,,-50.22290773
2021-06-23,25,-51.53755602,-32.34800592,-46.85515411,0.6124917779,-34.67407982,-51.68552545,,,-49.83465923
2021-06-24,25,-53.05925467,-32.7751525,-46.53963808,-0.1141668786,-34.54084142,-55.73804266,,,-49.2641173
2021-06-25,25,-49.10040034,-28.57180823,-44.28630787,3.496079372,-31.43586739,-55.16372601,,,-49.51487751
2021-06-26,25,-43.87901555,-19.32274698,-25.59535855,3.850446431,-35.23401674,-24.16442211,,,-29.62845488
2021-06-27,25,-42.6390829,-23.25195301,-22.69605657,-1.809578895,-42.81713395,-53.37949202,,,-33.41431837
2021-06-28,26,-50.49260713,-28.89689198,-45.60172716,8.323219768,-31.65829977,-53.70083578,,,-49.86184176
2021-06-29,26,-50.73566387,-31.40682009,-45.1235676,3.616294921,-35.0588918,-58.21425833,,,-50.93388831
2021-06-30,26,-51.95548773,-32.18003823,-58.2172333,2.476902694,-37.3214215,-60.86866946,,,-49.4633028
2021-07-01,26,-48.36125258,-29.29646771,-55.1960809,6.215291409,-36.56060341,-55.2385704,,,-49.03374942
2021-07-02,26,-48.90019851,-27.14129029,-52.63333093,5.202416032,-35.4616369,-62.99860914,,,-49.14499533
2021-07-03,26,-43.9133098,-16.93745055,-46.06868297,9.415091791,-30.40612651,-32.85703776,,,-30.1570939
2021-07-04,26,-43.2033488,-20.837433,-43.8431692,5.75418001,-36.02744181,-29.24005296,,,-29.9633969
2021-07-05,27,-45.16283047,-25.73686271,-51.54352238,10.81386363,-28.75041497,-60.73029132,,,-47.85482757
2021-07-06,27,-47.39635821,-29.43820572,-52.1578404,5.970636787,-31.59594804,-52.95217677,,,-48.33928458
2021-07-07,27,-48.02342309,-30.55150986,-58.70651923,7.514575432,-33.6527626,-53.33631668,,,-47.6968506
2021-07-08,27,-48.31870741,-31.54749488,-59.16637578,2.545333261,-34.67486491,-55.07431443,,,-48.30935869
2021-07-09,27,-47.49928731,-28.17454712,-54.14408581,8.463128804,-33.6751722,-50.34144541,,,-48.63697658
2021-07-10,27,-42.17414018,-17.54888702,-46.22881965,7.52979802,-34.11775284,-36.01935138,,,-31.34476956
2021-07-11,27,-42.36111505,-23.00390084,-41.13438421,0.6970496361,-37.67610337,-26.98940774,,,-31.98376037
2021-07-12,28,-43.56146423,-29.48094855,-48.75201623,9.860670815,-30.88060344,-51.49391369,,,-49.21834316
2021-07-13,28,-47.61502657,-33.1553179,-51.79572899,4.25085351,-35.89214965,-60.26025192,,,-50.41465064
2021-07-14,28,-46.74169788,-30.67004584,-49.77244471,6.902247523,-36.89210224,-58.40731009,,,-48.22615237
2021-07-15,28,-47.04679977,-31.27489644,-46.19205624,7.02935946,-37.12772369,-56.86436935,,,-48.41661713
2021-07-16,28,-58.22962784,-27.78708456,-46.52685153,7.488907156,-33.76977595,-53.36815847,,,-48.85101237
2021-07-17,28,-40.54949949,-19.305552,-42.31000298,11.24728923,-35.14135315,-31.82291624,,,-30.97912757
2021-07-18,28,-39.84320465,-21.63365191,-34.81123023,14.6643621,-40.97941256,-30.53459701,,,-29.14182504
2021-07-19,29,-45.10286526,-29.12308951,-45.21341027,9.059747364,-31.5090611,-57.31151669,,,-50.20564323
2021-07-20,29,-47.26179791,-31.50680697,-46.99309708,5.128875394,-38.06116635,-59.44118586,,,-51.7483995
2021-07-21,29,-48.0716993,-32.77107277,-45.76705589,6.855685088,-36.96708695,-59.12891344,,,-50.63072486
2021-07-22,29,-48.57436427,-33.01323848,-46.07516116,0.3147234487,-36.26356463,-60.22658862,,,-51.79393699
2021-07-23,29,-47.93496405,-30.03109191,-44.29961398,8.925449453,-34.16286632,-54.9555954,,,-52.90807846
2021-07-24,29,-40.65099462,-21.74382179,-40.34153031,6.313069354,-37.79262653,-36.79868934,,,-37.01089877
2021-07-25,29,-40.79526661,-25.17221605,-37.78823805,-3.020482293,-43.65967234,-35.01050422,,,-37.20889344
2021-07-26,30,-46.54937874,-32.0773594,-41.74918615,4.431966051,-32.47630923,-62.4681092,,,-53.34980605
2021-07-27,30,-48.32119031,-31.86755963,-48.6401867,5.929196226,-34.1578197,-55.68016822,,,-54.75712565
2021-07-28,30,-49.83814374,-33.44387353,-47.99545647,2.316804459,-35.95364948,-60.56553015,,,-53.75793689
2021-07-29,30,-49.930225,-31.50183554,-46.5934305,4.82535732,-37.41560716,-55.83525538,,,-53.34680668
2021-07-30,30,-48.00783768,-29.83162148,-44.62817246,6.626080317,-34.77346669,-62.52943334,,,-52.81092746
2021-07-31,30,-42.76492312,-20.08359823,-36.99678855,7.921663921,-36.52348726,-46.46547743,,,-34.4628587
2021-08-01,30,-44.92386269,-23.16898905,-35.67432349,-1.223626446,-40.82626911,-31.6345364,,,-34.96155875
2021-08-02,31,-47.54194608,-30.53485298,-42.80693946,13.9860303,-31.06267996,-56.06412594,,,-50.96817047
2021-08-03,31,-47.35496472,-32.98624918,-44.86905501,7.335585261,-31.69260283,-61.17292553,,,-52.67119525
2021-08-04,31,-48.44594186,-32.49894793,-46.11713076,9.960697862,-33.38739297,-59.80768189,,,-50.89696048
2021-08-05,31,-48.83438735,-33.06447126,-45.73068274,6.47123187,-33.92616442,-58.97958407,,,-51.76593356
2021-08-06,31,-47.51014211,-30.33687659,-46.14711571,1.588845717,-32.71262491,-59.16053942,,,-51.81512975
2021-08-07,31,-42.78856236,-21.25381821,-37.67812483,-1.265497516,-35.21955028,-38.22997346,,,-36.66375915
2021-08-08,31,-44.26662093,-26.01713851,-39.73218963,-11.30083862,-44.37051735,-40.54404545,,,-38.78969998
2021-08-09,32,-46.44050449,-31.17976473,-42.57723088,1.916502951,-31.47915997,-59.13818006,,,-52.39120038
2021-08-10,32,-48.02405466,-31.38042356,-45.93987018,0.6286894848,-33.73742331,-58.37472841,,,-53.25329079
2021-08-11,32,-48.65702795,-32.97423642,-47.08137208,-0.7212349499,-35.82223559,-61.19816871,,,-52.02582063
2021-08-12,32,-49.52445172,-33.09348174,-45.5610297,-0.5981730974,-35.37575437,-57.21634644,,,-52.45386698
2021-08-13,32,-47.60127427,-28.94919229,-45.65171913,4.761988003,-33.2736959,-57.85531351,,,-51.38199822
2021-08-14,32,-43.89626179,-19.43542218,-38.43952946,0.07013702391,-33.11995758,-36.54390577,,,-34.55801373
2021-08-15,32,-45.28989272,-22.1846737,-35.01571694,1.184530875,-42.12474598,-26.25329446,,,-35.53538034
2021-08-16,33,-45.72935845,-29.99672485,-43.90297753,5.85672435,-29.07452185,-54.85227339,,,-51.91880546
2021-08-17,33,-49.21127619,-32.8370324,-45.63880041,-2.131640376,-33.15723473,-59.9961449,,,-53.09271271
2021-08-18,33,-49.91567517,-31.59823189,-44.08833428,-4.512565256,-32.24889624,-55.75813614,,,-51.55832356
2021-08-19,33,-49.32811439,-32.03116955,-40.65557417,-3.901325486,-32.25023499,-54.96704522,,,-51.99418797
2021-08-20,33,-48.02631692,-29.80390559,-41.61280398,-3.767119693,-31.50793396,-54.91679138,,,-51.3941421
2021-08-21,33,-43.10050626,-27.9552687,-41.5576627,-11.81072856,-42.01527105,-61.35532854,,,-44.50523793
2021-08-22,33,-45.03004403,-23.64829906,-27.67809642,-5.030854923,-41.67629008,-30.23845948,,,-37.76832952
2021-08-23,34,-43.4431989,-29.91298201,-38.19636014,2.891831843,-28.43004573,-58.55890743,,,-50.56272916
2021-08-24,34,-48.63925337,-32.45744585,-45.50016346,0.6319270286,-31.95060877,-56.26855854,,,-51.85457119
2021-08-25,34,-47.65505196,-30.95905329,-45.18052694,-0.91194958,-31.82084791,-54.42695919,,,-50.26200966
2021-08-26,34,-47.26374967,-31.73063245,-45.26206794,1.180739811,-33.21433946,-54.78602843,,,-49.86645532
2021-08-27,34,-46.56978742,-28.84105832,-43.41117547,5.688561005,-25.85870123,-53.7738368,,,-50.144841
2021-08-28,34,-42.79483147,-18.31774835,-36.72636905,2.426567279,-29.41419603,-34.31829642,,,-31.55181984
2021-08-29,34,-41.62521619,-24.62724023,-29.11215906,-8.181933653,-42.43552243,-36.25428183,,,-32.79094673
2021-08-30,35,-44.39817975,-29.05480924,-42.96007851,-0.5882275064,-29.97369151,-65.98994461,,,-49.51166374
2021-08-31,35,-46.16231212,-28.87020753,-44.24518878,6.609727937,-28.76775604,-54.94468033,,,-50.67136428
2021-09-01,35,-46.25414486,-28.00624128,-45.3002894,3.848899916,-29.27645135,-63.42228862,,,-49.16590071
2021-09-02,35,-46.69490349,-28.76734807,-43.44553907,-0.726143328,-31.4870386,-66.09287348,,,-49.3417872
2021-09-03,35,-46.48130375,-26.83165619,-43.38046907,7.065864444,-28.12395,-61.90151384,,,-48.39612307
2021-09-04,35,-42.83031512,-16.9042354,-36.33962384,11.14633141,-25.99189905,-30.8487438,,,-28.95796439
2021-09-05,35,-43.28388693,-18.98972143,-33.75161728,5.76977941,-36.54224324,-30.44152521,,,-30.35340377
2021-09-06,36,-43.39275797,-25.62395531,-40.21888948,5.034335614,-24.02229893,-61.29534867,,,-47.69275732
2021-09-07,36,-46.20777367,-29.3068775,-46.48096809,-5.299900757,-29.51267349,-70.44675923,,,-49.00378204
2021-09-08,36,-48.6052248,-29.41973094,-49.55032118,-5.104482235,-30.7100574,-57.08272312,,,-49.47862191
2021-09-09,36,-46.4644488,-27.1900642,-45.4172384,3.334694188,-26.60776971,-53.2842595,,,
2021-09-10,36,-45.09439744,-23.36122063,-42.46746545,10.17075326,-25.09060264,-51.80894265,,,
2021-09-11,36,-41.22914022,-14.02626536,-33.16559384,11.70122549,-25.15284394,-32.10767434,,,
2021-09-12,36,-37.92606719,-19.79870403,-34.36773308,8.379753964,-33.50481503,-30.08616018,,,